Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Delta_temp,Machine failure
302.5,310.8,1577,36.9,158,8.300000000000011,0
300.5,309.3,1465,46.0,89,8.800000000000011,0
297.5,308.9,1390,47.4,187,11.399999999999977,0
301.7,311.1,1489,41.4,108,9.400000000000034,0
297.5,308.9,1696,30.9,133,11.399999999999977,0
301.1,311.2,1555,35.3,172,10.099999999999966,0
300.4,309.5,1525,51.3,4,9.100000000000023,0
299.7,310.9,1477,40.4,83,11.199999999999989,0
302.0,310.8,2143,17.3,227,8.800000000000011,0
302.2,310.8,1350,56.6,76,8.600000000000023,0
301.4,310.0,1689,32.1,207,8.600000000000023,0
297.0,308.3,1399,46.4,132,11.300000000000011,0
295.7,306.3,1490,34.3,97,10.600000000000023,0
297.5,308.5,1446,41.9,32,11.0,0
302.7,312.2,1405,51.4,157,9.5,0
297.0,307.8,1579,34.1,94,10.800000000000011,0
298.9,310.1,1466,42.5,187,11.200000000000045,0
297.6,309.0,1413,40.2,51,11.399999999999977,0
298.0,308.9,1578,35.6,153,10.899999999999977,0
300.4,309.6,1675,35.5,164,9.200000000000045,0
302.8,312.4,1651,27.0,200,9.599999999999966,0
303.7,312.5,1397,45.7,187,8.800000000000011,0
299.9,310.4,1497,47.0,150,10.5,0
304.0,313.1,1564,50.9,119,9.100000000000023,0
301.4,310.4,1689,30.6,110,9.0,0
302.7,311.5,1494,41.4,149,8.800000000000011,0
300.9,311.2,1472,40.0,93,10.300000000000011,0
298.3,308.4,1329,49.2,166,10.099999999999966,0
299.8,309.4,1555,34.8,122,9.599999999999966,0
297.9,308.5,1683,28.5,63,10.600000000000023,0
298.9,310.3,1364,54.0,95,11.400000000000034,0
303.4,312.2,1554,36.8,85,8.800000000000011,0
300.7,310.7,1377,46.7,36,10.0,0
300.2,309.3,1342,48.7,68,9.100000000000023,0
299.1,308.3,1431,52.3,38,9.199999999999989,0
302.8,312.2,1469,36.9,143,9.399999999999977,0
301.8,310.0,1493,40.3,185,8.199999999999989,0
300.1,311.4,1390,52.1,94,11.299999999999955,0
300.3,310.0,1537,37.5,6,9.699999999999989,0
300.5,309.3,1471,45.2,223,8.800000000000011,0
298.3,307.8,1457,52.5,98,9.5,0
297.9,309.5,1390,47.9,127,11.600000000000023,0
300.0,311.4,1537,35.4,120,11.399999999999977,0
302.2,311.1,1418,47.0,61,8.900000000000034,0
297.7,307.5,1379,43.3,111,9.800000000000011,0
298.0,308.2,1489,40.4,11,10.199999999999989,0
299.6,309.1,1407,50.6,85,9.5,0
300.7,310.8,1653,31.6,111,10.100000000000023,0
297.5,308.5,1691,33.1,9,11.0,0
301.8,310.7,1597,30.8,74,8.899999999999977,0
298.8,310.5,1678,32.8,4,11.699999999999989,0
297.6,309.0,1815,25.3,66,11.399999999999977,0
300.6,310.3,1794,24.4,211,9.699999999999989,0
300.7,309.7,1598,33.7,149,9.0,0
299.0,310.0,1672,33.2,144,11.0,0
298.8,309.6,1693,33.3,170,10.800000000000011,0
298.5,309.5,1294,66.7,12,11.0,1
297.5,308.3,1476,45.6,31,10.800000000000011,0
299.9,311.3,1802,24.4,151,11.400000000000034,0
297.5,308.3,2564,12.8,127,10.800000000000011,1
300.8,309.6,1404,38.7,44,8.800000000000011,0
301.4,310.9,1557,39.3,174,9.5,0
297.6,309.1,1394,50.0,62,11.5,0
299.0,310.1,1583,35.8,142,11.100000000000023,0
299.4,309.3,1525,41.5,30,9.900000000000034,0
304.2,313.4,1639,32.7,63,9.199999999999989,0
302.7,310.5,1642,30.8,195,7.800000000000011,0
298.3,309.1,1593,40.1,18,10.800000000000011,0
300.8,309.6,1546,42.3,186,8.800000000000011,0
298.0,307.6,1593,32.2,118,9.600000000000023,0
298.0,308.3,1473,42.6,107,10.300000000000011,0
299.0,308.9,1449,39.6,105,9.899999999999977,0
298.9,310.3,1496,36.3,161,11.400000000000034,0
301.1,311.6,1432,48.1,202,10.5,0
298.8,310.0,1389,49.6,149,11.199999999999989,0
298.9,310.3,1551,35.2,50,11.400000000000034,0
303.5,312.4,1390,47.3,164,8.899999999999977,0
300.5,309.5,1320,49.9,59,9.0,0
299.2,308.4,1415,43.5,53,9.199999999999989,0
300.8,310.3,1383,46.6,19,9.5,0
300.6,309.5,1516,39.0,142,8.899999999999977,0
300.8,310.8,1634,29.2,149,10.0,0
302.3,310.1,1383,42.9,24,7.800000000000011,0
301.1,310.8,1470,49.3,116,9.699999999999989,0
298.8,309.8,1563,38.8,65,11.0,0
299.2,310.1,1542,36.1,5,10.900000000000034,0
298.9,308.6,1574,33.5,128,9.700000000000045,0
297.5,308.7,1416,39.2,74,11.199999999999989,0
302.4,312.0,1562,37.9,10,9.600000000000023,0
300.5,310.6,1411,47.2,201,10.100000000000023,0
297.9,309.8,1336,71.6,31,11.900000000000034,1
298.3,309.1,1395,49.8,133,10.800000000000011,0
301.1,311.2,1564,37.0,165,10.099999999999966,0
299.3,309.0,1786,23.5,100,9.699999999999989,0
301.7,310.6,1417,45.2,185,8.900000000000034,0
298.0,308.5,1666,31.0,198,10.5,0
300.4,311.8,1367,57.2,10,11.400000000000034,0
301.5,310.4,1378,55.3,109,8.899999999999977,0
298.8,308.4,1369,53.0,138,9.599999999999966,0
295.7,306.2,2270,14.6,149,10.5,1
298.9,310.1,1484,37.9,73,11.200000000000045,0
297.8,307.4,1512,40.8,137,9.599999999999966,0
302.3,310.1,1563,37.8,31,7.800000000000011,0
300.2,311.5,1528,36.1,125,11.300000000000011,0
302.8,311.0,1507,33.4,82,8.199999999999989,0
302.6,312.1,2000,21.9,200,9.5,0
300.6,309.5,1557,33.8,84,8.899999999999977,0
302.2,311.5,1863,25.7,85,9.300000000000011,0
298.9,309.9,1645,31.4,86,11.0,0
298.6,309.9,1668,32.3,6,11.299999999999955,0
300.2,310.1,1649,30.5,43,9.900000000000034,0
296.9,307.8,1549,37.8,104,10.900000000000034,0
303.4,311.6,1446,50.0,163,8.200000000000045,0
297.4,308.3,1771,27.4,100,10.900000000000034,0
298.1,308.2,1654,35.3,155,10.099999999999966,0
301.0,310.0,1480,43.5,21,9.0,0
298.2,307.8,1476,36.8,134,9.600000000000023,0
299.7,310.8,1418,46.6,197,11.100000000000023,0
301.6,310.9,1559,40.2,191,9.299999999999955,0
303.3,312.2,1457,40.7,48,8.899999999999977,0
297.5,308.6,1260,53.6,137,11.100000000000023,0
304.0,313.0,1407,42.1,5,9.0,0
304.2,313.2,1464,44.9,37,9.0,0
300.6,310.8,1375,53.2,179,10.199999999999989,0
300.6,309.6,1423,49.1,74,9.0,0
301.9,310.5,1590,40.3,130,8.600000000000023,0
299.4,310.7,1492,45.7,219,11.300000000000011,0
299.7,309.6,1553,36.8,174,9.900000000000034,0
296.9,307.7,1656,30.8,181,10.800000000000011,0
300.5,311.7,1269,64.0,87,11.199999999999989,0
298.0,308.7,1619,40.1,45,10.699999999999989,0
302.3,311.2,1549,40.6,66,8.899999999999977,0
302.1,310.9,1477,41.4,184,8.799999999999955,0
299.8,310.3,1524,34.2,196,10.5,0
298.6,309.6,1387,57.6,50,11.0,0
297.4,308.6,1532,38.7,136,11.200000000000045,0
297.7,308.2,1370,53.4,162,10.5,0
300.5,311.6,1541,47.8,156,11.100000000000023,0
296.9,308.0,1318,53.5,88,11.100000000000023,0
299.1,310.6,1791,28.0,168,11.5,0
301.3,310.9,1566,33.1,82,9.599999999999966,0
297.6,308.5,1678,34.2,114,10.899999999999977,0
303.7,312.9,1406,41.9,48,9.199999999999989,0
297.7,307.3,1514,38.6,19,9.600000000000023,0
298.4,309.2,1425,45.5,11,10.800000000000011,0
301.6,310.6,1553,38.9,0,9.0,0
299.5,310.1,1359,61.1,67,10.600000000000023,0
298.5,310.1,1809,28.9,20,11.600000000000023,0
301.1,312.3,1852,25.9,131,11.199999999999989,0
301.6,310.2,1384,57.1,68,8.599999999999966,0
303.6,312.5,1459,48.2,17,8.899999999999977,0
301.5,310.6,1374,46.7,32,9.100000000000023,0
296.2,307.2,1382,52.0,201,11.0,0
300.5,309.4,1360,46.2,93,8.899999999999977,0
299.8,309.4,1439,47.4,57,9.599999999999966,0
303.9,312.9,1430,53.5,189,9.0,0
300.7,311.5,1569,36.4,20,10.800000000000011,0
300.9,309.5,1612,35.2,124,8.600000000000023,0
297.8,308.8,1621,36.1,68,11.0,0
301.7,310.1,1431,44.0,61,8.400000000000034,0
299.9,309.3,1620,31.1,196,9.400000000000034,0
302.0,310.6,1583,35.2,171,8.600000000000023,0
301.6,310.7,1429,43.6,176,9.099999999999966,0
297.8,308.9,1650,32.2,195,11.099999999999966,0
302.5,310.3,1523,36.0,72,7.800000000000011,0
303.3,312.6,1463,44.0,140,9.300000000000011,0
300.6,310.0,1302,62.9,87,9.399999999999977,0
297.3,308.8,1469,44.1,150,11.5,0
303.7,312.2,1487,34.0,94,8.5,0
299.9,310.4,1328,49.9,206,10.5,0
298.4,308.9,1496,37.9,194,10.5,0
298.2,309.0,1446,45.8,80,10.800000000000011,0
296.7,307.7,1927,23.9,112,11.0,0
299.2,308.5,1438,46.6,63,9.300000000000011,0
297.3,308.6,1688,29.4,166,11.300000000000011,0
299.2,308.4,1620,34.1,89,9.199999999999989,0
301.3,310.3,1560,36.3,129,9.0,0
303.6,311.8,1421,44.8,101,8.199999999999989,1
295.5,305.9,1518,44.1,194,10.399999999999977,0
300.0,309.1,1431,45.4,90,9.100000000000023,0
301.4,310.7,1616,36.5,121,9.300000000000011,0
296.8,307.9,1706,30.8,111,11.099999999999966,0
300.5,312.0,1461,38.1,39,11.5,0
298.3,308.4,1444,47.5,178,10.099999999999966,0
302.4,310.9,1560,31.8,172,8.5,0
297.2,308.1,1431,49.7,210,10.900000000000034,1
303.2,312.4,1663,33.7,71,9.199999999999989,0
298.9,308.6,1560,32.2,118,9.700000000000045,0
301.9,310.7,1472,47.0,73,8.800000000000011,0
303.4,311.5,1879,21.3,78,8.100000000000023,0
299.1,310.4,1450,40.9,85,11.299999999999955,0
300.7,309.3,1580,38.3,102,8.600000000000023,0
301.3,311.0,1582,35.6,202,9.699999999999989,0
298.4,309.4,1666,24.3,68,11.0,0
300.3,311.6,1801,23.6,97,11.300000000000011,0
301.5,310.4,1425,54.4,7,8.899999999999977,0
301.1,310.1,1564,36.8,7,9.0,0
300.7,309.6,1473,48.1,87,8.900000000000034,0
297.3,308.1,1468,49.8,0,10.800000000000011,0
301.1,311.1,1384,42.5,185,10.0,0
301.9,311.3,1522,35.6,63,9.400000000000034,0
301.6,310.5,1397,49.4,104,8.899999999999977,0
298.3,308.0,1442,47.3,65,9.699999999999989,0
300.1,311.3,1479,39.5,133,11.199999999999989,0
303.6,312.4,1504,49.5,109,8.799999999999955,0
299.4,308.7,1512,37.2,126,9.300000000000011,0
299.1,308.8,1320,67.5,20,9.699999999999989,1
300.9,312.0,1441,43.8,210,11.100000000000023,0
300.1,310.0,1511,41.7,186,9.899999999999977,0
302.3,311.2,1401,49.7,118,8.899999999999977,0
301.4,311.1,1445,41.4,144,9.700000000000045,0
298.1,307.7,1414,48.7,159,9.599999999999966,0
302.4,311.8,1493,38.4,132,9.400000000000034,0
298.4,309.1,1417,40.6,121,10.700000000000045,0
299.0,309.1,1523,38.6,177,10.100000000000023,0
300.4,311.2,1351,62.0,18,10.800000000000011,0
297.3,308.3,1494,38.2,14,11.0,0
301.6,310.0,1566,30.3,79,8.399999999999977,0
301.0,310.4,1512,44.9,86,9.399999999999977,0
302.3,311.1,1295,57.1,146,8.800000000000011,0
299.4,309.0,1381,44.9,88,9.600000000000023,0
297.1,308.2,1347,50.8,49,11.099999999999966,0
299.4,308.7,1553,42.7,128,9.300000000000011,0
300.2,309.8,1650,29.6,13,9.600000000000023,0
300.6,309.4,1369,51.6,71,8.799999999999955,0
297.4,308.7,1382,49.9,151,11.300000000000011,0
299.7,309.2,1456,40.6,182,9.5,0
302.5,312.0,1591,29.4,192,9.5,0
297.5,308.9,1419,50.7,7,11.399999999999977,0
302.2,311.4,1538,37.4,37,9.199999999999989,0
301.2,310.7,1747,27.3,35,9.5,0
302.0,310.0,1449,48.8,181,8.0,0
300.2,309.7,1678,30.5,142,9.5,0
300.1,311.4,1418,47.7,73,11.299999999999955,0
302.3,311.2,1633,36.4,114,8.899999999999977,0
298.0,307.8,1414,51.7,140,9.800000000000011,0
298.1,307.8,1413,54.1,113,9.699999999999989,0
300.7,312.0,1401,51.1,50,11.300000000000011,0
301.7,310.6,1492,42.2,85,8.900000000000034,0
301.6,310.6,1555,40.4,139,9.0,0
296.8,307.5,1347,54.8,43,10.699999999999989,0
301.5,310.4,1474,39.9,53,8.899999999999977,0
300.0,309.6,1431,47.7,39,9.600000000000023,0
300.0,309.5,1869,22.7,49,9.5,0
303.8,312.7,1507,38.5,180,8.899999999999977,0
300.2,311.6,1322,50.9,215,11.400000000000034,0
298.2,309.0,1643,34.1,91,10.800000000000011,0
303.0,311.2,1382,50.5,203,8.199999999999989,0
297.9,309.1,1442,50.3,24,11.200000000000045,0
298.7,309.7,1462,46.8,4,11.0,0
302.3,311.6,1658,32.3,150,9.300000000000011,0
301.3,310.8,1628,32.2,43,9.5,0
302.3,311.4,1484,39.5,22,9.099999999999966,0
298.8,309.7,1751,29.6,160,10.899999999999977,0
302.2,311.5,1413,43.5,83,9.300000000000011,0
297.0,307.9,1422,53.0,115,10.899999999999977,0
299.0,308.1,1242,60.9,117,9.100000000000023,0
299.0,310.3,1827,28.0,178,11.300000000000011,0
296.8,307.9,1448,48.8,31,11.099999999999966,0
301.2,310.8,1479,38.2,139,9.600000000000023,0
297.4,308.6,1476,42.3,107,11.200000000000045,0
298.0,307.5,1427,45.1,95,9.5,0
302.7,310.4,1305,55.2,20,7.699999999999989,1
299.7,309.6,1477,42.7,163,9.900000000000034,0
300.2,311.6,1671,28.8,149,11.400000000000034,0
297.3,308.1,1477,52.3,2,10.800000000000011,0
302.7,310.5,1511,37.7,60,7.800000000000011,0
301.6,310.9,1492,45.2,155,9.299999999999955,0
298.3,308.9,1646,25.4,46,10.599999999999966,0
296.2,307.2,1515,36.5,38,11.0,0
297.4,308.7,1349,48.9,120,11.300000000000011,0
301.5,310.6,1573,37.4,37,9.100000000000023,0
298.1,307.7,1537,40.8,169,9.599999999999966,0
299.1,308.6,1555,36.6,104,9.5,0
304.2,313.1,1608,31.1,20,8.900000000000034,0
301.0,310.6,1698,27.3,14,9.600000000000023,0
302.5,310.3,1584,35.5,158,7.800000000000011,0
303.4,311.9,1510,42.2,36,8.5,0
302.0,311.0,1566,37.8,218,9.0,0
302.2,310.8,1356,48.3,36,8.600000000000023,0
302.1,311.2,1550,34.8,177,9.099999999999966,0
298.1,308.5,1382,54.5,17,10.399999999999977,0
302.0,310.8,1902,23.4,188,8.800000000000011,0
297.3,308.7,1549,36.1,218,11.399999999999977,0
297.7,308.5,1373,56.7,203,10.800000000000011,1
302.8,310.9,1312,52.2,40,8.099999999999966,1
297.6,308.6,1585,42.0,90,11.0,0
297.8,307.5,1631,31.3,124,9.699999999999989,0
299.5,309.2,1872,22.6,162,9.699999999999989,0
297.4,308.5,1638,32.2,84,11.100000000000023,0
299.0,310.3,1689,29.7,101,11.300000000000011,0
303.2,311.4,1238,54.6,226,8.199999999999989,1
298.9,309.7,1407,48.6,161,10.800000000000011,0
300.5,309.9,1466,53.2,172,9.399999999999977,0
301.4,310.8,1543,36.9,97,9.400000000000034,0
300.7,311.0,1496,38.3,99,10.300000000000011,0
300.8,310.5,1696,29.7,162,9.699999999999989,0
301.6,310.8,1535,35.4,148,9.199999999999989,0
302.5,311.4,1759,24.6,124,8.899999999999977,0
297.1,308.4,1583,31.9,2,11.299999999999955,0
298.3,310.1,1408,45.3,78,11.800000000000011,0
302.5,310.3,1549,40.9,170,7.800000000000011,0
301.3,310.4,1346,46.7,90,9.099999999999966,0
300.6,310.6,1448,44.7,55,10.0,0
301.5,310.7,1435,38.5,224,9.199999999999989,0
301.9,311.1,1417,52.5,171,9.200000000000045,0
302.3,311.2,1546,40.0,71,8.899999999999977,0
298.2,308.9,1336,45.0,66,10.699999999999989,0
298.3,309.4,1595,29.0,103,11.099999999999966,0
303.9,313.4,1442,48.5,174,9.5,0
300.8,309.7,1461,44.3,158,8.899999999999977,0
303.4,312.3,1287,54.8,54,8.900000000000034,0
300.2,309.8,1418,49.3,16,9.600000000000023,0
298.2,308.6,1353,54.1,38,10.400000000000034,0
300.4,309.3,1411,41.6,160,8.900000000000034,0
301.5,310.5,1737,29.3,114,9.0,0
297.0,307.9,1448,45.6,172,10.899999999999977,0
302.2,310.4,1743,28.1,170,8.199999999999989,0
297.8,307.5,1405,46.9,113,9.699999999999989,0
302.5,312.0,1574,33.8,63,9.5,0
302.5,310.4,1488,48.4,134,7.899999999999977,0
300.8,310.6,1669,28.4,79,9.800000000000011,0
299.9,310.1,1447,51.4,185,10.200000000000045,0
302.5,311.4,1636,35.0,157,8.899999999999977,0
297.6,308.5,1552,40.9,90,10.899999999999977,0
303.0,311.2,1503,37.0,152,8.199999999999989,0
301.3,310.1,1531,41.6,9,8.800000000000011,0
298.8,309.9,1739,30.6,83,11.099999999999966,0
297.1,308.4,1421,42.0,165,11.299999999999955,0
296.7,307.8,1453,46.0,33,11.100000000000023,0
300.5,311.6,1454,41.4,108,11.100000000000023,0
300.1,311.3,1650,33.8,38,11.199999999999989,0
303.5,311.7,1959,22.3,157,8.199999999999989,0
298.1,308.1,1390,49.8,85,10.0,0
302.1,311.5,1866,23.1,159,9.399999999999977,0
301.0,311.5,1530,43.9,165,10.5,0
297.2,308.5,1550,41.5,125,11.300000000000011,0
302.4,311.1,1446,42.9,5,8.700000000000045,0
298.9,308.5,1459,43.1,147,9.600000000000023,0
300.3,309.6,1488,41.3,172,9.300000000000011,0
299.0,310.4,1483,41.5,96,11.399999999999977,0
297.9,307.7,1527,42.8,125,9.800000000000011,0
297.8,307.5,1581,33.1,116,9.699999999999989,0
297.2,308.5,1513,42.9,212,11.300000000000011,0
300.6,310.9,1472,47.6,75,10.299999999999955,0
300.8,311.9,1761,29.0,113,11.099999999999966,0
301.1,311.3,1389,53.3,8,10.199999999999989,0
301.9,311.0,2691,12.1,31,9.100000000000023,1
298.6,309.8,1332,46.4,76,11.199999999999989,0
298.8,310.6,1651,33.3,0,11.800000000000011,0
300.5,312.0,1867,23.0,103,11.5,0
298.1,308.2,1654,32.1,25,10.099999999999966,0
297.3,308.5,1764,30.8,148,11.199999999999989,0
296.8,308.0,1536,40.4,217,11.199999999999989,0
298.1,308.8,1432,43.4,68,10.699999999999989,0
296.7,307.4,1535,34.6,114,10.699999999999989,0
301.0,310.9,1296,54.9,69,9.899999999999977,0
303.0,311.1,1490,43.0,108,8.100000000000023,0
300.3,311.4,1386,48.1,119,11.099999999999966,0
301.3,310.4,1538,38.4,65,9.099999999999966,0
300.3,309.5,1551,37.9,42,9.199999999999989,0
297.4,309.2,1620,33.2,28,11.800000000000011,0
297.6,308.6,1482,38.3,39,11.0,0
301.4,310.4,1430,50.9,178,9.0,0
297.8,308.7,1404,44.2,62,10.899999999999977,0
301.2,310.6,1409,50.9,66,9.400000000000034,0
302.5,312.0,1445,54.8,0,9.5,0
300.2,310.1,1392,47.9,201,9.900000000000034,0
297.1,308.5,1515,42.1,81,11.399999999999977,0
300.1,309.1,1560,35.4,14,9.0,0
300.5,309.8,1416,48.5,110,9.300000000000011,0
300.6,310.6,1508,34.8,62,10.0,0
297.5,308.4,1489,39.5,96,10.899999999999977,0
299.2,310.5,1705,29.5,95,11.300000000000011,0
300.5,311.8,1368,57.9,191,11.300000000000011,1
302.4,311.5,1590,39.9,58,9.100000000000023,0
300.6,312.3,1532,37.2,54,11.699999999999989,0
300.4,309.4,1530,40.4,112,9.0,0
298.6,309.9,1461,45.7,49,11.299999999999955,0
300.5,311.9,1403,45.7,54,11.399999999999977,0
297.4,309.4,1401,45.9,49,12.0,0
300.9,310.9,1477,41.5,100,10.0,0
299.0,310.1,1555,38.6,118,11.100000000000023,0
301.7,310.7,1861,21.8,84,9.0,0
297.3,308.3,1471,38.2,37,11.0,0
300.8,310.6,1545,37.5,155,9.800000000000011,0
302.4,311.4,1450,44.1,56,9.0,0
302.6,312.3,1554,42.0,58,9.699999999999989,0
302.9,312.3,1754,26.9,209,9.400000000000034,0
298.6,309.6,1540,35.8,5,11.0,0
295.6,306.0,1370,52.4,115,10.399999999999977,0
297.7,308.8,2089,19.1,111,11.100000000000023,0
303.4,312.7,1534,35.5,98,9.300000000000011,0
301.2,310.9,1424,45.2,68,9.699999999999989,0
299.2,308.4,1841,22.8,40,9.199999999999989,0
297.9,308.5,2129,18.7,126,10.600000000000023,0
298.3,310.0,1858,23.9,114,11.699999999999989,0
299.7,309.3,1592,34.2,8,9.600000000000023,0
300.5,309.7,1589,30.5,198,9.199999999999989,0
297.4,309.4,1539,42.2,134,12.0,0
301.7,311.0,1510,47.8,27,9.300000000000011,0
298.9,308.6,1481,40.7,124,9.700000000000045,0
301.1,310.2,1657,34.1,52,9.099999999999966,0
300.2,311.8,1379,51.0,46,11.600000000000023,0
300.8,311.7,1681,31.3,221,10.899999999999977,0
300.9,310.6,1709,29.2,158,9.700000000000045,0
298.5,309.5,1548,44.5,132,11.0,0
302.1,310.6,1439,40.0,7,8.5,0
303.6,312.0,1645,35.7,81,8.399999999999977,0
296.3,307.3,1444,49.0,13,11.0,0
302.4,312.0,1621,32.5,169,9.600000000000023,0
300.0,309.5,1675,30.2,11,9.5,0
297.6,308.5,1572,35.9,71,10.899999999999977,0
301.8,311.2,1840,26.6,202,9.399999999999977,0
299.3,309.3,1528,37.8,45,10.0,0
300.7,310.1,1376,50.8,75,9.400000000000034,0
302.4,310.4,1463,42.2,139,8.0,0
302.2,311.2,1627,33.2,74,9.0,0
298.4,309.2,1610,32.4,194,10.800000000000011,0
297.9,307.6,1344,54.3,151,9.700000000000045,0
300.9,311.6,1671,33.5,148,10.700000000000045,0
297.3,307.9,1579,34.4,193,10.599999999999966,0
300.2,309.6,1491,41.8,41,9.400000000000034,0
299.8,310.4,1694,30.3,204,10.599999999999966,0
301.1,311.1,1592,35.7,174,10.0,0
299.0,310.4,1512,38.8,109,11.399999999999977,0
303.8,313.2,1379,50.2,178,9.399999999999977,0
301.9,310.3,1972,21.3,67,8.400000000000034,0
296.9,307.8,1426,50.7,130,10.900000000000034,0
298.9,310.1,1491,45.3,133,11.200000000000045,0
300.3,311.5,1540,41.5,151,11.199999999999989,0
301.6,310.6,1621,33.7,137,9.0,0
303.8,312.6,1768,23.9,149,8.800000000000011,0
299.1,308.3,1524,34.1,128,9.199999999999989,0
298.2,308.3,1402,51.0,141,10.100000000000023,0
297.0,307.7,1498,47.1,199,10.699999999999989,0
297.3,308.2,1452,38.2,44,10.899999999999977,0
300.9,312.2,1811,23.2,72,11.300000000000011,0
301.6,310.8,1435,47.2,152,9.199999999999989,0
299.0,310.3,1475,42.4,93,11.300000000000011,0
299.7,311.2,1560,43.9,126,11.5,0
298.6,309.5,1420,50.4,82,10.899999999999977,0
300.3,309.2,1807,26.4,169,8.899999999999977,0
304.4,313.7,1607,33.5,5,9.300000000000011,0
301.9,311.1,1605,40.0,179,9.200000000000045,0
302.4,310.1,1358,54.6,61,7.7000000000000455,1
298.9,310.1,1441,41.2,189,11.200000000000045,0
299.4,309.4,1326,47.5,35,10.0,0
299.2,308.5,1515,39.8,141,9.300000000000011,0
301.0,311.2,1412,42.1,64,10.199999999999989,0
302.7,310.7,1398,57.7,19,8.0,0
301.7,311.0,1715,24.8,17,9.300000000000011,0
297.5,308.0,2033,16.7,128,10.5,0
300.6,310.7,1438,48.5,78,10.099999999999966,1
301.1,311.3,1622,35.6,34,10.199999999999989,0
299.9,309.4,1399,54.8,3,9.5,0
301.3,310.8,1432,54.4,51,9.5,0
300.4,310.5,1818,25.1,14,10.100000000000023,0
300.0,309.1,1791,28.2,108,9.100000000000023,0
304.2,313.4,1475,40.2,98,9.199999999999989,0
300.2,311.6,1513,40.8,157,11.400000000000034,0
298.7,308.6,1722,24.7,64,9.900000000000034,0
303.0,312.3,1533,38.5,134,9.300000000000011,0
299.1,308.5,1539,46.8,190,9.399999999999977,0
298.4,308.2,1499,40.0,211,9.800000000000011,0
298.8,308.4,1473,41.1,128,9.599999999999966,0
297.9,308.0,1954,21.1,42,10.100000000000023,0
297.8,308.5,1699,27.8,199,10.699999999999989,0
303.5,311.6,1428,46.2,139,8.100000000000023,0
300.0,309.8,1474,40.6,78,9.800000000000011,0
301.5,310.4,1270,54.2,26,8.899999999999977,0
303.7,312.0,1402,48.6,76,8.300000000000011,0
301.3,310.8,1390,57.4,164,9.5,0
301.4,310.3,1374,47.6,176,8.900000000000034,0
298.5,308.6,1522,36.9,53,10.100000000000023,0
301.7,310.2,1686,28.9,59,8.5,0
302.3,310.9,1581,36.1,109,8.599999999999966,0
300.0,309.5,1879,22.4,79,9.5,0
297.3,308.3,1501,38.2,2,11.0,0
299.0,308.7,1396,48.6,0,9.699999999999989,0
303.6,312.8,1825,25.2,29,9.199999999999989,0
300.6,309.4,1312,45.2,73,8.799999999999955,0
297.9,309.0,1562,35.8,40,11.100000000000023,0
299.2,310.4,1472,43.3,32,11.199999999999989,0
301.2,311.7,1463,48.3,204,10.5,0
297.4,308.8,1651,34.1,163,11.400000000000034,0
302.3,311.3,1457,44.5,83,9.0,0
302.2,311.5,1489,38.3,35,9.300000000000011,0
296.4,307.4,2833,5.6,213,11.0,1
298.8,309.8,1510,44.2,35,11.0,0
297.2,308.3,1776,28.0,43,11.100000000000023,0
300.7,310.2,1286,64.9,160,9.5,0
299.5,309.2,1690,29.2,108,9.699999999999989,0
298.6,309.6,1344,59.4,200,11.0,0
300.2,311.6,1372,49.2,195,11.400000000000034,0
295.4,305.9,1518,40.6,178,10.5,0
302.5,311.2,1227,60.1,167,8.699999999999989,0
302.4,310.8,1686,28.8,150,8.400000000000034,0
298.9,310.5,1429,39.9,19,11.600000000000023,0
300.4,310.8,1348,56.0,146,10.400000000000034,0
298.1,308.2,1521,39.3,151,10.099999999999966,0
297.5,308.6,1497,43.9,91,11.100000000000023,0
297.2,308.6,1562,33.0,84,11.400000000000034,0
302.0,310.4,1591,29.8,105,8.399999999999977,0
297.9,307.9,1406,58.5,93,10.0,0
301.0,311.4,1573,37.6,103,10.399999999999977,0
302.7,312.4,1423,51.9,60,9.699999999999989,0
299.9,309.1,1345,56.8,10,9.200000000000045,0
302.6,311.6,1518,39.0,184,9.0,0
302.2,311.5,1427,43.8,88,9.300000000000011,0
297.4,308.5,1477,40.7,74,11.100000000000023,0
299.5,308.7,2549,13.0,179,9.199999999999989,1
301.1,311.0,1378,51.1,190,9.899999999999977,0
301.3,310.8,1434,39.5,18,9.5,0
301.5,310.7,1408,47.3,79,9.199999999999989,0
297.6,308.3,1478,42.3,193,10.699999999999989,0
297.5,308.5,1530,38.5,93,11.0,0
298.4,308.6,1569,34.4,160,10.200000000000045,0
303.2,311.4,2102,19.0,5,8.199999999999989,0
300.1,311.5,1383,49.1,33,11.399999999999977,0
299.8,309.5,1641,27.1,16,9.699999999999989,0
301.0,312.3,1550,34.9,111,11.300000000000011,0
298.6,309.7,1675,28.4,115,11.099999999999966,0
303.7,312.1,1363,51.8,90,8.400000000000034,1
303.7,312.7,1335,51.1,161,9.0,0
301.6,310.7,1683,29.7,131,9.099999999999966,0
298.0,307.7,1487,41.3,160,9.699999999999989,0
300.8,310.7,1461,42.8,173,9.899999999999977,0
295.3,305.8,1589,36.2,184,10.5,0
298.2,309.1,1467,44.5,80,10.900000000000034,0
299.0,309.5,1861,23.3,73,10.5,0
297.6,308.8,1357,49.7,104,11.199999999999989,0
298.8,309.7,1450,43.1,63,10.899999999999977,0
